delivery_id,order_id,courier_name,courier_phone,pickup_timestamp,delivery_timestamp,delivery_status,distance_km
132,152,Amanda Ruiz,001-880-568-6717x73180,2026-03-08T06:24:32,2026-03-08T07:20:32,delivered,3.05
133,153,Edward Holland,907-942-7990,2026-02-25T04:16:32,2026-02-25T04:35:32,delivered,7.84
134,155,Shelly Sullivan,(570)316-5804x649,2026-02-18T16:00:32,2026-02-18T17:00:32,delivered,1.2
135,156,Gabriela Randolph,550.416.5790x55281,2026-04-03T07:30:32,2026-04-03T07:53:32,delivered,10.56
136,157,Mrs. Ashley Mendoza,001-993-935-5486x40155,2026-01-15T03:51:32,2026-01-15T04:25:32,delivered,5.4
137,158,Sandra Harrison,+1-384-379-5137,2026-02-17T09:52:32,2026-02-17T10:22:32,delivered,0.55
138,159,Christopher Mullen,212-641-2723,2026-01-17T13:18:32,2026-01-17T14:02:32,delivered,9.91
139,160,Michael Huynh,756.770.4310x3856,2026-03-28T16:17:32,2026-03-28T16:32:32,delivered,6.65
140,162,Mr. Joseph Kelley,449.724.2437x540,2026-01-30T13:47:32,2026-01-30T14:32:32,delivered,1.94
141,163,Tyler Montgomery,(284)722-2231,2026-04-09T19:14:32,2026-04-09T19:29:32,delivered,7.85
142,164,Jessica Wood,480.655.2578,2026-03-10T19:58:32,2026-03-10T20:27:32,delivered,6.89
143,165,Alexander Velazquez,001-927-752-0885x47492,2026-03-19T15:16:32,2026-03-19T15:41:32,delivered,11.43
144,166,Monique Mccullough,(781)340-6937,2026-01-16T07:45:32,2026-01-16T08:30:32,in_transit,5.74
145,167,Lee Lee,234.730.1871x86375,2026-03-23T19:40:32,2026-03-23T20:02:32,delivered,1.89
146,168,Mike Patterson,(950)645-5478x1376,2026-03-29T11:36:32,2026-03-29T12:23:32,delivered,3.86
147,169,Nicholas Hurst,001-862-399-1234x7851,2026-01-30T06:43:32,2026-01-30T07:06:32,delivered,8.47
148,170,Mark Nelson,(987)292-3264,2026-02-21T19:31:32,2026-02-21T20:27:32,delivered,6.3
149,171,Elizabeth Richards,487.930.0244x7146,2026-04-04T13:54:32,2026-04-04T14:21:32,delivered,0.51
150,172,Maria Johnson,001-247-619-5979x64715,2026-03-28T00:41:32,2026-03-28T00:59:32,delivered,0.6
151,173,Anthony Flores,001-325-520-4565x044,2026-04-06T14:58:32,2026-04-06T15:18:32,delivered,2.18
152,174,Catherine Davis,001-428-655-4451x89520,2026-03-16T06:30:32,2026-03-16T06:54:32,failed,10.36
153,175,John Peterson,(313)828-3389,2026-03-09T13:26:32,2026-03-09T13:53:32,delivered,3.89
154,176,Billy Fuentes,7754452798,2026-01-28T00:02:32,2026-01-28T00:48:32,delivered,2.99
155,177,Alyssa Olsen,822.334.2321,2026-01-31T16:31:32,2026-01-31T16:49:32,in_transit,9.0
156,178,Raymond Todd,6312089071,2026-03-10T22:04:32,2026-03-10T23:03:32,delivered,8.12
157,179,Michael Webster,493-693-2501,2026-01-23T00:59:32,2026-01-23T01:20:32,delivered,9.21
158,180,Hannah Martin,293.389.1190x83342,2026-02-21T08:59:32,2026-02-21T09:59:32,in_transit,11.25
159,181,Tami York,859.327.1256x6383,2026-02-13T12:02:32,2026-02-13T12:54:32,delivered,7.2
160,182,Emily Owens,627.954.8015x71647,2026-02-28T06:09:32,2026-02-28T06:30:32,delivered,4.83
161,183,Jason Mercer,(431)875-2071x67811,2026-02-13T15:07:32,2026-02-13T16:01:32,delivered,5.5
162,184,Kevin Garcia,(515)835-3961,2026-01-25T05:11:32,2026-01-25T05:51:32,delivered,5.13
163,185,Diana Reeves,001-694-465-7967,2026-03-20T12:45:32,2026-03-20T13:26:32,delivered,3.9
164,186,Ashley King,432.601.0170x2695,2026-04-02T05:49:32,2026-04-02T06:43:32,delivered,8.82
165,187,Anne Jones,001-287-273-4778x48588,2026-03-08T02:36:32,2026-03-08T03:24:32,delivered,10.33
166,188,Sheryl Wilson MD,(877)900-2842x7624,2026-02-17T13:12:32,2026-02-17T13:45:32,delivered,9.46
167,189,Laura Henry,+1-889-677-8280,2026-02-21T16:26:32,2026-02-21T16:42:32,delivered,7.57
168,190,Wesley Jensen MD,350-809-0255x9056,2026-02-08T03:25:32,2026-02-08T03:49:32,delivered,2.36
169,191,Hunter Bell,+1-733-234-9114x15208,2026-03-29T14:22:32,2026-03-29T14:55:32,delivered,11.37
170,192,Scott Bradley,(340)579-0569x65917,2026-03-26T11:45:32,2026-03-26T12:24:32,delivered,8.34
171,193,Jonathan Hubbard,629-845-6371x83440,2026-03-02T02:40:32,2026-03-02T03:07:32,delivered,9.47
172,194,Lori Rubio,001-791-395-4198x763,2026-01-25T08:11:32,2026-01-25T08:38:32,delivered,11.51
173,195,Elizabeth Brock,(485)936-6498x78208,2026-02-08T01:33:32,2026-02-08T01:56:32,delivered,10.13
174,196,Victor Harmon,548.496.9083x572,2026-02-25T07:37:32,2026-02-25T07:56:32,delivered,9.24
175,197,Pamela Richard,(451)536-4424x93631,2026-01-14T22:08:32,2026-01-14T23:02:32,delivered,8.59
176,198,Robert Collins,486.260.3242x0448,2026-01-30T10:30:32,2026-01-30T10:46:32,delivered,4.66
177,199,Katelyn Smith,459-541-6516,2026-01-24T06:02:32,2026-01-24T06:47:32,failed,3.3
178,200,Nicholas Fitzpatrick,898.547.1391x55963,2026-03-20T17:35:32,2026-03-20T17:57:32,delivered,4.35
179,201,Christopher Booker,964.590.7851x586,2026-02-07T22:29:32,2026-02-07T23:24:32,delivered,7.25
180,203,Sherry Giles,(675)740-9003x486,2026-03-04T12:35:32,2026-03-04T13:11:32,delivered,0.93
181,204,Melinda Nichols,676.506.4413,2026-01-15T21:33:32,2026-01-15T21:54:32,delivered,1.0
182,205,Caitlin Gonzales,360-741-7765x61248,2026-03-09T00:55:32,2026-03-09T01:55:32,delivered,10.03
183,206,Nicholas Kelley,370-402-7206x34591,2026-01-13T02:46:32,2026-01-13T03:27:32,delivered,0.6
184,207,Micheal Saunders,+1-529-365-7724x2954,2026-03-09T09:11:32,2026-03-09T09:28:32,delivered,2.05
185,209,Christopher Walter,001-530-608-9317,2026-01-20T09:26:32,2026-01-20T10:16:32,delivered,7.08
186,210,Caroline Morales,(394)521-5291x08677,2026-01-14T10:00:32,2026-01-14T10:57:32,delivered,3.51
187,211,Cheryl Atkins,447-862-6393x436,2026-01-18T02:02:32,2026-01-18T02:38:32,failed,5.74
188,212,Alyssa Cherry,997.435.9710,2026-02-12T14:36:32,2026-02-12T15:04:32,picked_up,4.16
189,213,Valerie Sanders,266.794.1180,2026-02-19T21:19:32,2026-02-19T22:06:32,delivered,8.71
190,214,Kaitlin Gomez,+1-290-404-8964x652,2026-03-03T08:32:32,2026-03-03T09:18:32,delivered,10.79
191,217,Jonathan Conrad,921.658.6241x502,2026-04-09T18:02:32,2026-04-09T18:28:32,delivered,1.74
192,218,Tammy Campbell,294-585-6257x287,2026-02-13T21:46:32,2026-02-13T22:26:32,delivered,5.93
193,219,David Johnson,927-361-7075x877,2026-02-13T09:52:32,2026-02-13T10:23:32,delivered,4.92
194,220,Sharon Martinez,534-222-8499,2026-03-21T17:43:32,2026-03-21T18:43:32,delivered,6.31
195,221,Laura Butler,737-315-0416,2026-03-21T22:21:32,2026-03-21T23:16:32,delivered,4.95
196,223,Brittany Miller,001-477-549-0509x759,2026-04-13T09:47:32,2026-04-13T10:45:32,delivered,10.07
197,224,Rebecca Campbell,5188961642,2026-01-28T18:51:32,2026-01-28T19:15:32,delivered,0.76
198,225,Samuel Martin,001-564-921-4764x92515,2026-01-18T14:39:32,2026-01-18T14:59:32,delivered,11.34
199,227,James Adams,+1-761-965-9266x108,2026-03-16T14:02:32,2026-03-16T14:48:32,delivered,8.47
200,228,Maria Reeves,588.814.7617x4224,2026-01-14T00:30:32,2026-01-14T01:27:32,delivered,5.19
201,229,Anthony Jones,6817866179,2026-03-12T20:25:32,2026-03-12T20:49:32,delivered,9.45
202,230,Brad Gordon,772-926-0164,2026-01-13T07:02:32,2026-01-13T07:36:32,in_transit,6.7
203,231,Joanna Morton,223-421-9416x80061,2026-03-18T23:36:32,2026-03-19T00:28:32,delivered,10.87
204,232,Julia Sullivan,+1-397-249-9564x12203,2026-01-16T11:40:32,2026-01-16T12:26:32,failed,1.98
205,233,Chelsea Johnson,323.468.3147x2760,2026-02-14T13:30:32,2026-02-14T13:47:32,delivered,9.82
206,234,Nancy Wallace,370.879.3349x6050,2026-03-04T19:23:32,2026-03-04T20:21:32,delivered,8.07
207,235,Sarah Mclaughlin,+1-284-207-6789x973,2026-04-04T16:35:32,2026-04-04T17:24:32,in_transit,8.14
208,236,Ethan Brown,+1-967-717-9576x0243,2026-02-12T16:46:32,2026-02-12T17:20:32,delivered,8.17
209,237,Jordan Matthews,+1-359-972-4665x72934,2026-01-21T04:51:32,2026-01-21T05:07:32,delivered,4.18
210,238,Curtis Obrien,767-643-3800,2026-04-02T20:38:32,2026-04-02T20:54:32,delivered,6.93
211,240,Christopher Clayton,701.256.1931x83745,2026-03-06T03:29:32,2026-03-06T04:01:32,delivered,2.9
212,241,Kristin Kemp,001-289-310-7711x991,2026-03-13T03:44:32,2026-03-13T04:30:32,delivered,10.59
213,243,Bruce Harris,(524)978-7125x521,2026-03-18T16:08:32,2026-03-18T17:04:32,delivered,2.83
214,244,Patricia Smith,854.582.1456x5328,2026-03-12T19:01:32,2026-03-12T19:57:32,delivered,8.5
215,246,Jeffrey Hardin,885.407.2081x155,2026-01-26T20:16:32,2026-01-26T20:46:32,delivered,4.18
216,247,James Johnson,+1-629-408-4668x4550,2026-02-06T10:49:32,2026-02-06T11:45:32,picked_up,4.89
217,248,Jill Harris,+1-299-775-6341,2026-03-21T21:41:32,2026-03-21T22:08:32,delivered,9.84
218,249,Nathan Hobbs,684.531.8848x52008,2026-01-18T05:14:32,2026-01-18T05:32:32,delivered,1.15
219,250,Elizabeth Henderson,910.754.8510x17490,2026-02-24T12:15:32,2026-02-24T13:07:32,delivered,1.1
220,251,Dr. Virginia Cunningham,+1-789-535-4492x6831,2026-03-26T03:30:32,2026-03-26T04:23:32,delivered,7.27
221,252,Heather Garcia,001-766-811-0627x371,2026-03-27T05:49:32,2026-03-27T06:39:32,delivered,5.6
222,253,Kelly Foster,997-467-7622x827,2026-02-25T15:31:32,2026-02-25T15:46:32,delivered,9.81
223,254,Kayla Rice,001-337-770-2851x961,2026-01-25T23:09:32,2026-01-25T23:58:32,delivered,11.62
224,258,Amanda Hernandez,(645)644-7022x960,2026-02-24T03:33:32,2026-02-24T04:21:32,delivered,7.9
225,259,Robert Burns,985-710-6794,2026-02-13T14:41:32,2026-02-13T15:10:32,delivered,4.36
226,260,Karen Cortez,+1-822-887-7725x199,2026-02-25T08:06:32,2026-02-25T08:38:32,delivered,1.24
227,261,James Weaver,+1-274-512-0948x18139,2026-03-11T00:20:32,2026-03-11T01:13:32,delivered,9.19
228,262,Kathryn Smith,+1-282-904-3397x18956,2026-03-02T10:57:32,2026-03-02T11:55:32,delivered,1.08
229,263,Allison Kim,(608)356-4111x82422,2026-03-01T09:37:32,2026-03-01T10:06:32,delivered,1.07
230,264,Tristan Gregory,7954200461,2026-02-27T13:02:32,2026-02-27T14:02:32,delivered,3.04
231,265,Frederick Bennett,803-339-9378,2026-01-21T16:43:32,2026-01-21T17:24:32,delivered,5.38
232,266,Fernando Tran,370-563-0489,2026-04-07T17:43:32,2026-04-07T18:24:32,delivered,5.03
233,267,Marisa Martinez,001-467-518-3258,2026-04-12T11:47:32,2026-04-12T12:43:32,picked_up,6.39
234,268,Jessica Buck,600.879.4200x749,2026-02-10T20:56:32,2026-02-10T21:16:32,delivered,2.11
235,269,Dr. Christy Pittman MD,(689)814-1612,2026-02-04T18:49:32,2026-02-04T19:47:32,failed,5.43
236,270,Jonathan Pham,+1-254-974-3553x79502,2026-02-17T12:58:32,2026-02-17T13:35:32,delivered,10.31
237,271,Adam Thompson,+1-376-781-1807,2026-03-12T07:12:32,2026-03-12T08:03:32,delivered,3.99
238,272,Jamie Burke,(520)317-5370x3045,2026-03-12T20:02:32,2026-03-12T21:01:32,delivered,11.79
239,273,Lori Stokes,237.550.4793,2026-04-09T16:01:32,2026-04-09T16:45:32,delivered,10.24
240,274,Miss Ashley Ramirez,672.583.9992x19212,2026-01-14T13:24:32,2026-01-14T14:01:32,delivered,10.98
241,275,Monica Hill,+1-308-994-8706x05664,2026-04-01T01:11:32,2026-04-01T01:30:32,delivered,11.93
242,278,Joseph Williams DDS,7463875063,2026-02-22T16:10:32,2026-02-22T16:30:32,delivered,0.92
243,279,Rhonda Mooney,361.233.2541,2026-01-17T00:52:32,2026-01-17T01:50:32,delivered,6.81
244,280,Robert Watkins,+1-954-331-7350x5831,2026-04-03T01:21:32,2026-04-03T02:19:32,failed,3.31
245,281,Lauren Miller,6068512070,2026-02-28T22:40:32,2026-02-28T23:34:32,delivered,5.48
246,282,Michael Hansen,866-319-6399x0767,2026-01-22T09:41:32,2026-01-22T10:08:32,delivered,7.45
247,283,Timothy Logan,485.693.1109x193,2026-02-17T12:38:32,2026-02-17T13:25:32,delivered,3.84
